79 101 1
79 755 2
97 677 1
101 105 1
101 587 1
103 2351 1
103 2663 2
105 135 1
105 1743 1
115 121 1
115 127 3
115 135 1
115 141 1
121 1743 2
121 1953 1
123 251 1
123 621 1
123 1743 1
127 223 1
127 379 1
129 1225 1
129 1273 1
129 2351 1
129 3237 1
135 245 2
141 115 1
141 127 2
141 245 1
141 251 2
141 269 1
141 677 1
143 105 1
143 115 1
143 127 1
143 269 1
143 295 3
143 547 2
143 587 1
143 671 4
143 695 1
143 1549 1
143 1555 1
143 1601 1
143 1743 1
143 1791 1
143 1823 1
143 1953 1
145 127 1
145 135 1
145 141 1
145 245 1
145 269 1
145 671 1
157 115 1
157 127 1
157 141 2
157 587 1
181 1743 1
181 1823 1
181 1953 1
181 3439 1
181 3869 1
207 135 1
207 143 1
207 269 1
207 293 1
219 245 1
219 1225 1
219 1953 1
227 135 1
227 245 1
241 141 1
241 245 1
241 269 2
245 1929 1
245 1953 1
247 101 3
247 123 1
247 141 1
247 587 1
247 1273 1
251 269 1
251 755 1
253 135 1
253 143 1
253 269 1
253 695 2
261 295 1
261 1743 1
261 1823 1
269 105 2
269 115 2
269 121 4
269 123 6
269 127 14
269 135 1
269 141 3
269 143 5
269 207 4
269 223 2
269 245 2
269 251 12
269 293 1
269 295 2
269 379 1
269 523 2
269 557 3
269 567 6
269 587 18
269 621 1
269 671 30
269 677 6
269 695 20
269 755 3
269 799 1
269 1075 1
269 1227 1
269 1273 96
269 1549 2
269 1601 5
269 1743 1
269 1791 3
269 1823 2
269 1929 3
269 1953 10
269 2125 1
269 2615 1
269 2663 1
269 3077 4
269 3439 1
269 3869 2
275 123 1
275 127 2
275 135 1
275 567 1
275 587 2
275 695 1
275 755 1
277 671 1
277 1225 1
277 1743 1
287 121 5
287 677 1
287 1273 1
287 1601 1
289 523 1
289 1953 1
293 127 1
293 251 1
295 1743 1
299 135 1
299 269 1
299 587 1
313 251 1
313 523 1
313 567 1
313 1791 1
331 105 1
331 115 1
331 143 1
331 245 1
331 251 1
331 587 1
331 1273 1
331 1601 1
331 1743 1
331 1953 1
341 1743 1
341 1929 1
385 127 1
385 141 1
385 143 1
385 295 1
385 379 1
385 1549 1
435 127 1
435 207 1
435 269 1
439 143 1
439 207 1
461 105 1
461 1743 1
461 1929 1
463 567 1
463 587 3
463 671 2
463 695 2
463 1743 1
463 1929 1
497 251 1
497 269 1
497 1953 1
525 135 1
525 269 2
547 269 3
547 379 1
549 143 1
557 115 1
557 251 1
557 269 3
557 1601 1
567 1273 6
567 1743 1
573 127 1
573 143 1
573 1953 1
587 141 1
587 143 1
621 105 1
621 587 1
621 1075 1
631 1791 1
645 143 2
645 567 1
645 695 1
671 105 1
671 127 2
671 135 1
671 207 1
671 269 3
671 677 6
677 671 2
695 101 1
695 105 2
695 121 1
695 123 7
695 127 4
695 135 2
695 143 1
695 207 5
695 223 1
695 251 8
695 269 5
695 295 4
695 523 1
695 557 2
695 567 4
695 587 8
695 671 12
695 755 1
695 799 1
695 1075 1
695 1225 1
695 1273 13
695 1549 1
695 1555 1
695 1601 5
695 1743 2
695 1791 4
695 1823 1
695 1929 2
695 1953 7
695 2125 1
695 2351 1
695 3077 1
695 3411 3
713 143 2
713 295 1
713 671 4
713 1743 1
713 1953 1
753 135 1
753 1743 1
755 251 1
755 695 2
755 1273 1
755 1743 1
799 245 1
799 695 1
801 1743 1
801 1791 1
829 143 2
829 671 11
1075 127 1
1075 251 1
1075 523 1
1077 127 1
1077 1075 1
1077 1791 1
1081 295 1
1101 127 1
1101 1743 1
1101 2351 1
1111 1075 1
1111 1273 1
1137 127 1
1137 379 1
1137 587 1
1139 101 1
1139 135 1
1139 251 1
1139 269 1
1139 799 1
1139 1273 7
1209 695 1
1209 1549 1
1209 1929 1
1209 1953 1
1225 123 1
1225 1273 1
1227 3411 1
1245 587 1
1245 1743 1
1293 1075 1
1293 1601 2
1299 1273 1
1549 755 1
1549 1601 1
1555 79 1
1555 1601 1
1555 1929 1
1555 1953 1
1571 123 1
1571 127 1
1571 1075 1
1581 799 1
1581 1075 1
1601 143 2
1601 1273 1
1617 1075 1
1629 1743 1
1653 1601 1
1653 1743 1
1669 123 1
1669 801 1
1669 1225 1
1669 1273 1
1743 123 2
1743 1601 1
1743 1823 1
1743 3411 1
1789 123 1
1789 1743 1
1789 1823 1
1791 123 1
1791 143 2
1791 557 1
1791 567 1
1791 695 1
1791 1227 2
1791 1743 1
1791 1929 2
1791 1953 1
1817 1601 2
1817 1743 1
1823 123 1
1823 269 1
1929 143 1
1929 1273 1
1929 1743 1
1939 695 2
1939 1929 1
1949 567 1
1953 103 9
1953 121 1
1953 123 4
1953 143 5
1953 251 1
1953 269 1
1953 295 2
1953 557 1
1953 587 5
1953 671 2
1953 677 1
1953 695 3
1953 801 1
1953 1225 1
1953 1549 2
1953 1601 2
1953 1743 1
1953 1791 6
1953 1929 2
1953 2351 1
1953 3411 3
1955 1743 1
2115 105 1
2115 123 1
2115 557 1
2115 1075 1
2125 557 1
2125 755 1
2125 1549 2
2125 1743 1
2125 1929 1
2125 1953 2
2185 123 1
2185 1929 2
2187 105 1
2187 123 1
2187 1823 1
2247 123 1
2247 251 1
2247 1743 1
2349 557 1
2367 103 2
2367 1953 2
2375 269 1
2375 1273 4
2439 123 1
2439 251 1
2439 695 2
2439 1743 1
2439 1953 1
2469 695 1
2483 121 1
2483 1075 1
2483 1929 1
2547 1743 1
2615 1743 1
2615 1823 1
2615 1953 1
2643 1743 1
2643 1791 1
2643 1953 1
2647 121 1
2647 295 1
2647 1953 1
2661 121 1
2661 123 1
2661 1293 1
2663 123 2
2663 251 1
2663 1743 1
2673 1743 1
2673 1953 2
2757 295 3
2757 1743 1
2757 1791 1
2757 1953 1
2765 1743 1
2831 251 1
2831 295 1
2831 1953 2
2903 123 1
3077 671 3
3077 695 3
3077 3439 3
3109 123 1
3109 1953 1
3133 123 1
3133 1743 1
3133 1953 1
3141 671 1
3141 695 1
3141 3077 3
3153 1953 1
3153 2351 1
3181 587 1
3181 671 6
3181 3077 2
3199 1743 1
3199 1953 1
3213 2351 1
3237 103 1
3237 143 1
3237 269 1
3237 799 1
3237 1743 1
3237 1929 1
3347 1273 1
3411 127 1
